251,1,494.7,4.69,1474.75,784.7199999999999,1,1,1.0
252,1,481.27,13.99,1474.75,784.73,1,1,1.0
253,1,467.84,23.3,1474.75,784.73,1,1,1.0
254,1,454.42,32.6,1474.74,784.73,1,1,1.0
255,1,440.99,41.91,1474.75,784.73,1,1,1.0
256,1,427.56,51.22,1474.75,784.72,1,1,1.0
257,1,414.13,60.52,1474.75,784.73,1,1,1.0
258,1,400.7,69.83,1474.75,784.7199999999999,1,1,1.0
259,1,387.27,79.13,1474.75,784.73,1,1,1.0
260,1,373.85,88.44,1474.7399999999998,784.72,1,1,1.0
261,1,360.42,97.74,1474.75,784.73,1,1,1.0
262,1,346.99,107.05,1474.75,784.73,1,1,1.0
263,1,333.56,116.35,1474.75,784.73,1,1,1.0
264,1,320.13,125.66,1474.75,784.73,1,1,1.0
265,1,306.7,134.97,1474.75,784.72,1,1,1.0
266,1,293.28,144.27,1474.74,784.73,1,1,1.0
267,1,279.85,153.58,1474.75,784.7199999999999,1,1,1.0
268,1,266.42,162.88,1474.75,784.73,1,1,1.0
269,1,252.99,172.19,1474.75,784.72,1,1,1.0
270,1,239.56,181.49,1474.75,784.73,1,1,1.0
271,1,226.13,190.8,1474.75,784.73,1,1,1.0
272,1,226.13,189.03,1474.75,784.73,1,1,1.0
273,1,226.13,187.27,1474.75,784.72,1,1,1.0
274,1,226.13,185.5,1474.75,784.72,1,1,1.0
275,1,226.13,183.73,1474.75,784.73,1,1,1.0
276,1,226.13,181.96,1474.75,784.73,1,1,1.0
277,1,226.13,180.2,1474.75,784.72,1,1,1.0
278,1,226.13,178.43,1474.75,784.73,1,1,1.0
279,1,226.13,176.66,1474.75,784.73,1,1,1.0
280,1,226.13,174.9,1474.75,784.72,1,1,1.0
281,1,226.13,173.13,1474.75,784.73,1,1,1.0
282,1,226.13,171.36,1474.75,784.73,1,1,1.0
283,1,226.13,169.6,1474.75,784.72,1,1,1.0
284,1,226.13,167.83,1474.75,784.7299999999999,1,1,1.0
285,1,226.13,166.06,1474.75,784.73,1,1,1.0
286,1,226.13,164.3,1474.75,784.72,1,1,1.0
287,1,226.13,162.53,1474.75,784.72,1,1,1.0
288,1,226.13,160.76,1474.75,784.73,1,1,1.0
289,1,226.13,158.99,1474.75,784.73,1,1,1.0
290,1,226.13,157.23,1474.75,784.72,1,1,1.0
291,1,226.13,155.46,1474.75,784.73,1,1,1.0
292,1,222.25,156.17,1474.75,784.72,1,1,1.0
293,1,218.36,156.87,1474.75,784.73,1,1,1.0
294,1,214.47,157.58,1474.75,784.7299999999999,1,1,1.0
295,1,210.59,158.29,1474.74,784.72,1,1,1.0
296,1,206.7,158.99,1474.75,784.73,1,1,1.0
297,1,202.81,159.7,1474.75,784.73,1,1,1.0
298,1,198.92,160.41,1474.75,784.72,1,1,1.0
299,1,195.04,161.11,1474.75,784.73,1,1,1.0
300,1,191.15,161.82,1474.75,784.73,1,1,1.0
301,1,187.26,162.53,1474.75,784.72,1,1,1.0
302,1,183.38,163.24,1474.75,784.72,1,1,1.0
303,1,179.49,163.94,1474.75,784.73,1,1,1.0
304,1,175.6,164.65,1474.75,784.72,1,1,1.0
305,1,171.72,165.36,1474.74,784.72,1,1,1.0
306,1,167.83,166.06,1474.75,784.73,1,1,1.0
307,1,163.94,166.77,1474.75,784.73,1,1,1.0
308,1,160.05,167.48,1474.75,784.72,1,1,1.0
309,1,156.17,168.18,1474.75,784.73,1,1,1.0
310,1,152.28,168.89,1474.75,784.73,1,1,1.0
311,1,148.39,169.6,1474.75,784.72,1,1,1.0
312,1,152.04,167.12,1458.6100000000001,783.08,1,1,1.0
313,1,155.69,164.65,1442.48,781.4300000000001,1,1,1.0
314,1,159.34,162.18,1426.3400000000001,779.78,1,1,1.0
315,1,162.99,159.7,1410.2,778.1300000000001,1,1,1.0
316,1,166.65,157.23,1394.06,776.48,1,1,1.0
317,1,170.3,154.75,1377.92,774.84,1,1,1.0
318,1,173.95,152.28,1361.78,773.19,1,1,1.0
319,1,177.6,149.81,1345.65,771.54,1,1,1.0
320,1,181.25,147.33,1329.51,769.89,1,1,1.0
321,1,184.9,144.86,1313.37,768.24,1,1,1.0
322,1,188.55,142.39,1297.24,766.59,1,1,1.0
323,1,192.2,139.91,1281.1,764.95,1,1,1.0
324,1,195.85,137.44,1264.96,763.3,1,1,1.0
325,1,199.5,134.97,1248.83,761.64,1,1,1.0
326,1,203.15,132.49,1232.6899999999998,760.0,1,1,1.0
327,1,206.8,130.02,1216.55,758.35,1,1,1.0
328,1,210.45,127.55,1200.4099999999999,756.7,1,1,1.0
329,1,214.1,125.07,1184.2800000000002,755.06,1,1,1.0
330,1,217.75,122.6,1168.14,753.4,1,1,1.0
331,1,221.4,120.12,1152.0,751.76,1,1,1.0
332,1,219.87,121.66,1151.83,744.69,1,1,1.0
333,1,218.34,123.19,1151.65,737.6199999999999,1,1,1.0
334,1,216.81,124.73,1151.47,730.54,1,1,1.0
335,1,215.28,126.26,1151.29,723.48,1,1,1.0
336,1,213.75,127.79,1151.12,716.4100000000001,1,1,1.0
337,1,212.22,129.33,1150.94,709.3399999999999,1,1,1.0
338,1,210.68,130.86,1150.77,702.27,1,1,1.0
339,1,209.15,132.39,1150.59,695.2,1,1,1.0
340,1,207.62,133.93,1150.42,688.1299999999999,1,1,1.0
341,1,206.09,135.46,1150.24,681.06,1,1,1.0
342,1,204.56,136.99,1150.06,674.0,1,1,1.0
343,1,203.03,138.53,1149.89,666.9200000000001,1,1,1.0
344,1,201.49,140.06,1149.72,659.8499999999999,1,1,1.0
345,1,199.96,141.6,1149.54,652.78,1,1,1.0
346,1,198.43,143.13,1149.36,645.71,1,1,1.0
347,1,196.9,144.66,1149.1899999999998,638.65,1,1,1.0
348,1,195.37,146.2,1149.0100000000002,631.5699999999999,1,1,1.0
349,1,193.84,147.73,1148.8300000000002,624.5,1,1,1.0
350,1,192.3,149.26,1148.66,617.44,1,1,1.0
351,1,190.77,150.8,1148.49,610.3599999999999,1,1,1.0
352,1,193.83,145.26,1143.72,612.49,1,1,1.0
353,1,196.9,139.72,1138.9399999999998,614.61,1,1,1.0
354,1,199.96,134.19,1134.17,616.73,1,1,1.0
355,1,203.02,128.65,1129.4,618.85,1,1,1.0
356,1,206.08,123.11,1124.64,620.98,1,1,1.0
357,1,209.14,117.58,1119.87,623.0899999999999,1,1,1.0
358,1,212.2,112.04,1115.1,625.22,1,1,1.0
359,1,215.26,106.5,1110.33,627.34,1,1,1.0
360,1,218.33,100.97,1105.5600000000002,629.4599999999999,1,1,1.0
361,1,221.39,95.43,1100.79,631.5799999999999,1,1,1.0
362,1,224.45,89.89,1096.02,633.71,1,1,1.0
363,1,227.51,84.36,1091.25,635.8199999999999,1,1,1.0
