filename,identity,role,sha256,source_sha256,orientation_applied,status,face_count,detection_score,face_area,quality
nguyen/nguyen_01_front_close.png,Nguyen,enrollment,d3da3322dd44dbf10b613d0a6790f0f2b280d2770b0034c950b6b2ae711539ff,fa77376584e7fae92471ec37b173cb5018e90fb77781e9c3409e29711ccf3c86,none,ok,1,0.7774699926376343,284535.5306976661,221217.83695665983
nguyen/nguyen_02_front_alt.png,Nguyen,enrollment,5ed79e7ab00b8cb84871266049fb8d73cfe930eaca25c5aef88aaad5dab0536d,ed355caa502e21110df9ca9ba674d4d35b2b6775c64a5533f9fa0a7336d25410,none,ok,1,0.7869864702224731,216970.6916347146,170752.99875133272
nguyen/nguyen_04_three_quarter_close.png,Nguyen,enrollment,23354ca773edc83a67da234cf4a120094f5b90e44f76e79a4ea982a90819bb11,055c1b5a9db6f5a9dfc2f2d92676103a77937badd39a9655bdc0aad2fc2758e1,none,ok,1,0.656213641166687,213466.02997449785,140079.32079496238
nguyen/nguyen_07_new_front_stand.png,Nguyen,frozen_test,2d1dab3479e84b2bcc354aafb9f3ad9ef9ae7d7c08de97b624ecc1b267e9a2ef,1dd220cdf21e0b0b0ad4e5f63f8f5c5baf5431848bd106c677e707f45f789560,cw90,ok,1,0.8263806104660034,9474.493821119657,7829.53798775324
nguyen/nguyen_08_new_front_left.png,Nguyen,frozen_test,4909ff9d14f884ed52197fae4cfd810ff61e9c63fa9b372d768fa602a52150cd,d9a45ac736f69255544dd8b6c5e86e219d9030c2c59c29f0545729cb228736c0,cw90,ok,1,0.8739664554595947,9619.44601592794,8407.073138025462
nguyen/nguyen_09_new_front_clear.png,Nguyen,frozen_test,00f3a0bf305a367264d5fb5d40a7434827895c2f5990756d324ec3c42ce7ce80,9fcf72ae9e65d2ece7fcf03dbb7e1825304a9737ee65f5629c4db15be61059f3,cw90,ok,1,0.8315002918243408,10654.522608545143,8859.238658254324
nguyen/nguyen_11_new_side_near.png,Nguyen,frozen_test,e8353ce957743fc981e76c4fc9f551c29dd90c2a4c7059cfa9d936aeee969f88,259c90d8128fe76bf6bd02502fe38930ed2899c8d7f8d51db3085e63e921aff7,cw90,ok,1,0.6466283798217773,8857.51096455846,5727.517964266065
nguyen/nguyen_12_new_front_near.png,Nguyen,frozen_test,a22a493d079300ab63b9450728dfbb8853cfce75ab90cb2cfb8abf7bddf89d53,239e2be9478552be7f04c00c1de3d4cb7897c055e19a56ec7ff13dec33111bdd,cw90,ok,1,0.7986230850219727,13604.844362735166,10865.142776211353
tuan/tuan_03_me_03_color_front.png,Tuan,enrollment,9e36ba81e3884664782956babdf26c5ed6b4d92902ec7a0534aa94a2fc0c1c61,1bc8884cff1d8785b0341cb6027f9aafff07eaa633c105bb047374cce8f26433,none,ok,1,0.7119747400283813,71233.8187456876,50716.67958268977
tuan/tuan_06_me_06_color_left.png,Tuan,enrollment,2571aa86f02f3b27aabdd77d4cc52a8d0155ab17d737f552701fc6c4594ba905,9b895e62020d8fd401ab38dfae86df3d8446280268ef9f397eb0bc086082cbd1,none,ok,1,0.6374317407608032,65213.95567806903,41569.445289769414
tuan/tuan_09_me_09_color_right.png,Tuan,enrollment,ac42c8cf3fefe92969481bc2c04dc2a522e4be246e565a493ad84b56d388417a,10ee595d972b2494db16cc5d63f89468c34ff0c2ce07213a57618eecafecb925,none,ok,1,0.6811373233795166,57568.67011722643,39212.16987416597
tuan/tuan_11_new_front_body.png,Tuan,frozen_test,81c23d816a67ac66d8e676b55730f260f2a82de2f092b4927e3bbb6f3d6fafeb,495eb840f2d2500b9d1d779c8b4ffcd63cc8b5b2b4597e29f192c6f8c1407903,cw90,ok,1,0.724184513092041,10292.902973292512,7453.960928017459
tuan/tuan_12_new_front_near.png,Tuan,frozen_test,08ca703b8e727152fd4b939696e9178f835b2d811e881890a15f7ee298990390,853ee367f5b17516aa857c252323863a427bafe39b8efc25ec60f9626be3d242,cw90,ok,1,0.7256197929382324,8625.360816708067,6258.732529837252
tuan/tuan_13_new_front_clear.png,Tuan,frozen_test,55d998d0da63770107077ce33b92a6f4d8245e2a7c7932e92f6869df1eacd583,e5698f55aacba650109fd1c3e5a3d568c74d58df2b0f627d7306e071a155c22f,cw90,ok,1,0.7296927571296692,9161.98248770117,6685.432262224413
